winnerteamid,localtime,tz,date,id,agoals,hteam,ateam,hgoals,updated,is_grand_final,abehinds,complete,ateamid,hteamid,roundname,hbehinds,unixtime,venue,winner,ascore,round,year,is_final,hscore,timestr,season
2.0,2023-04-15 12:40:00,+10:00,2023-04-15 13:10:00,34506,12,Brisbane Lions,North Melbourne,22,2023-04-15 15:48:46,0,5,100,12,2,Round 5,20,1681528200,Adelaide Hills,Brisbane Lions,77,5,2023,0,152,Full Time,2023
5.0,2023-04-15 15:40:00,+10:00,2023-04-15 16:10:00,34300,11,Essendon,Melbourne,15,2023-04-15 18:45:47,0,11,100,11,5,Round 5,14,1681539000,Adelaide Oval,Essendon,77,5,2023,0,104,Full Time,2023
13.0,2023-04-15 19:20:00,+10:00,2023-04-15 19:50:00,34301,8,Port Adelaide,Western Bulldogs,10,2023-04-15 22:23:11,0,8,100,18,13,Round 5,10,1681552200,Adelaide Oval,Port Adelaide,56,5,2023,0,70,Full Time,2023
7.0,2023-04-16 12:40:00,+10:00,2023-04-16 13:10:00,34302,13,Geelong,West Coast,21,2023-04-16 15:56:21,0,11,100,17,7,Round 5,10,1681614600,Adelaide Oval,Geelong,89,5,2023,0,136,Full Time,2023
9.0,2023-04-16 14:50:00,+10:00,2023-04-16 15:20:00,34510,11,Greater Western Sydney,Hawthorn,10,2023-04-16 17:54:34,0,9,100,10,9,Round 5,17,1681622400,Norwood Oval,Greater Western Sydney,75,5,2023,0,77,Full Time,2023
4.0,2023-04-16 16:20:00,+10:00,2023-04-16 16:50:00,34511,9,Collingwood,St Kilda,10,2023-04-16 19:21:18,0,10,100,15,4,Round 5,10,1681627800,Adelaide Oval,Collingwood,64,5,2023,0,70,Full Time,2023
18.0,2023-04-21 18:10:00,+10:00,2023-04-21 20:10:00,34305,17,Fremantle,Western Bulldogs,10,2023-04-21 22:52:15,0,16,100,18,6,Round 6,9,1682071800,Perth Stadium,Western Bulldogs,118,6,2023,0,69,Full Time,2023
13.0,2023-04-22 13:15:00,+10:00,2023-04-22 13:45:00,34306,10,Port Adelaide,West Coast,16,2023-04-22 16:31:24,0,9,100,17,13,Round 6,13,1682135100,Adelaide Oval,Port Adelaide,69,6,2023,0,109,Full Time,2023
2.0,2023-04-22 16:35:00,+10:00,2023-04-22 16:35:00,34307,16,Greater Western Sydney,Brisbane Lions,13,2023-04-22 19:18:18,0,12,100,2,9,Round 6,9,1682145300,Manuka Oval,Brisbane Lions,108,6,2023,0,87,Full Time,2023
7.0,2023-04-22 19:25:00,+10:00,2023-04-22 19:25:00,34308,5,Geelong,Sydney,20,2023-04-22 21:58:55,0,7,100,16,7,Round 6,10,1682155500,Kardinia Park,Geelong,37,6,2023,0,130,Full Time,2023
1.0,2023-04-23 13:10:00,+10:00,2023-04-23 13:10:00,34309,11,Hawthorn,Adelaide,11,2023-04-23 15:47:17,0,13,100,1,10,Round 6,10,1682219400,York Park,Adelaide,79,6,2023,0,76,Full Time,2023
15.0,2023-04-23 15:20:00,+10:00,2023-04-23 15:20:00,34310,12,Carlton,St Kilda,8,2023-04-23 17:54:55,0,10,100,15,3,Round 6,12,1682227200,Docklands,St Kilda,82,6,2023,0,60,Full Time,2023
8.0,2023-04-23 16:40:00,+10:00,2023-04-23 16:40:00,34311,7,Gold Coast,North Melbourne,14,2023-04-23 19:17:20,0,12,100,12,8,Round 6,13,1682232000,Carrara,Gold Coast,54,6,2023,0,97,Full Time,2023
11.0,2023-04-24 19:25:00,+10:00,2023-04-24 19:25:00,34312,11,Melbourne,Richmond,15,2023-04-24 22:00:12,0,12,100,14,11,Round 6,6,1682328300,M.C.G.,Melbourne,78,6,2023,0,96,Full Time,2023
4.0,2023-04-25 15:20:00,+10:00,2023-04-25 15:20:00,34313,11,Collingwood,Essendon,13,2023-04-25 17:59:39,0,11,100,5,4,Round 6,12,1682400000,M.C.G.,Collingwood,77,6,2023,0,90,Full Time,2023
13.0,2023-04-28 19:50:00,+10:00,2023-04-28 19:50:00,34314,12,St Kilda,Port Adelaide,11,2023-04-28 22:23:21,0,11,100,13,15,Round 7,10,1682675400,Docklands,Port Adelaide,83,7,2023,0,76,Full Time,2023
2.0,2023-04-29 13:45:00,+10:00,2023-04-29 13:45:00,34315,10,Brisbane Lions,Fremantle,17,2023-04-29 16:23:34,0,7,100,6,2,Round 7,13,1682739900,Gabba,Brisbane Lions,67,7,2023,0,115,Full Time,2023
9.0,2023-04-29 14:10:00,+10:00,2023-04-29 14:10:00,34316,17,Sydney,Greater Western Sydney,16,2023-04-29 16:52:52,0,5,100,9,16,Round 7,10,1682741400,S.C.G.,Greater Western Sydney,107,7,2023,0,106,Full Time,2023
18.0,2023-04-29 16:35:00,+10:00,2023-04-29 16:35:00,34317,9,Western Bulldogs,Hawthorn,14,2023-04-29 19:08:58,0,11,100,10,18,Round 7,10,1682750100,Docklands,Western Bulldogs,65,7,2023,0,94,Full Time,2023
11.0,2023-04-29 19:25:00,+10:00,2023-04-29 19:25:00,34318,7,Melbourne,North Melbourne,22,2023-04-29 22:10:10,0,7,100,12,11,Round 7,7,1682760300,M.C.G.,Melbourne,49,7,2023,0,139,Full Time,2023
3.0,2023-04-29 17:30:00,+10:00,2023-04-29 19:30:00,34319,23,West Coast,Carlton,6,2023-04-29 22:14:45,0,14,100,3,17,Round 7,8,1682760600,Perth Stadium,Carlton,152,7,2023,0,44,Full Time,2023
7.0,2023-04-30 13:10:00,+10:00,2023-04-30 13:10:00,34320,20,Essendon,Geelong,16,2023-04-30 15:57:02,0,12,100,7,5,Round 7,8,1682824200,M.C.G.,Geelong,132,7,2023,0,104,Full Time,2023
8.0,2023-04-30 15:20:00,+10:00,2023-04-30 15:20:00,34321,11,Richmond,Gold Coast,6,2023-04-30 17:51:31,0,6,100,8,14,Round 7,12,1682832000,Docklands,Gold Coast,72,7,2023,0,48,Full Time,2023
4.0,2023-04-30 16:10:00,+10:00,2023-04-30 16:40:00,34322,8,Adelaide,Collingwood,7,2023-04-30 19:16:55,0,11,100,4,1,Round 7,16,1682836800,Adelaide Oval,Collingwood,59,7,2023,0,58,Full Time,2023
2.0,2023-05-05 19:50:00,+10:00,2023-05-05 19:50:00,34323,15,Carlton,Brisbane Lions,11,2023-05-05 22:30:11,0,10,100,2,3,Round 8,8,1683280200,Docklands,Brisbane Lions,100,8,2023,0,74,Full Time,2023
14.0,2023-05-06 13:45:00,+10:00,2023-05-06 13:45:00,34324,8,Richmond,West Coast,15,2023-05-06 16:28:23,0,10,100,17,14,Round 8,14,1683344700,M.C.G.,Richmond,58,8,2023,0,104,Full Time,2023
7.0,2023-05-06 14:10:00,+10:00,2023-05-06 14:10:00,34325,11,Geelong,Adelaide,14,2023-05-06 16:50:50,0,6,100,1,7,Round 8,14,1683346200,Kardinia Park,Geelong,72,8,2023,0,98,Full Time,2023
11.0,2023-05-06 16:35:00,+10:00,2023-05-06 16:35:00,34326,13,Gold Coast,Melbourne,13,2023-05-06 19:22:20,0,12,100,11,8,Round 8,7,1683354900,Carrara,Melbourne,90,8,2023,0,85,Full Time,2023
6.0,2023-05-06 17:30:00,+10:00,2023-05-06 19:30:00,34328,7,Fremantle,Hawthorn,18,2023-05-06 22:07:41,0,6,100,10,6,Round 8,9,1683365400,Perth Stadium,Fremantle,48,8,2023,0,117,Full Time,2023
18.0,2023-05-06 19:30:00,+10:00,2023-05-06 19:30:00,34327,13,Greater Western Sydney,Western Bulldogs,10,2023-05-06 22:06:29,0,8,100,18,9,Round 8,11,1683365400,Manuka Oval,Western Bulldogs,86,8,2023,0,71,Full Time,2023
13.0,2023-05-07 12:40:00,+10:00,2023-05-07 13:10:00,34329,13,Port Adelaide,Essendon,12,2023-05-07 15:46:22,0,9,100,5,13,Round 8,20,1683429000,Adelaide Oval,Port Adelaide,87,8,2023,0,92,Full Time,2023
4.0,2023-05-07 15:20:00,+10:00,2023-05-07 15:20:00,34330,6,Collingwood,Sydney,11,2023-05-07 17:56:55,0,12,100,16,4,Round 8,11,1683436800,M.C.G.,Collingwood,48,8,2023,0,77,Full Time,2023
15.0,2023-05-07 16:40:00,+10:00,2023-05-07 16:40:00,34331,8,North Melbourne,St Kilda,4,2023-05-07 19:02:42,0,16,100,15,12,Round 8,10,1683441600,Docklands,St Kilda,64,8,2023,0,34,Full Time,2023
14.0,2023-05-12 19:20:00,+10:00,2023-05-12 19:20:00,34332,11,Richmond,Geelong,16,2023-05-12 23:23:13,0,12,100,7,14,Round 9,6,1683883200,M.C.G.,Richmond,78,9,2023,0,102,Full Time,2023
8.0,2023-05-12 18:40:00,+10:00,2023-05-12 20:40:00,34333,16,West Coast,Gold Coast,6,2023-05-12 23:23:13,0,17,100,8,17,Round 9,7,1683888000,Perth Stadium,Gold Coast,113,9,2023,0,43,Full Time,2023
6.0,2023-05-13 13:45:00,+10:00,2023-05-13 13:45:00,34334,16,Sydney,Fremantle,13,2023-05-13 16:28:27,0,7,100,6,16,Round 9,8,1683949500,S.C.G.,Fremantle,103,9,2023,0,86,Full Time,2023
13.0,2023-05-13 14:10:00,+10:00,2023-05-13 14:10:00,34335,20,North Melbourne,Port Adelaide,10,2023-05-13 16:52:00,0,15,100,13,12,Round 9,5,1683951000,Bellerive Oval,Port Adelaide,135,9,2023,0,65,Full Time,2023
11.0,2023-05-13 16:35:00,+10:00,2023-05-13 16:35:00,34336,15,Hawthorn,Melbourne,7,2023-05-13 19:08:58,0,13,100,11,10,Round 9,7,1683959700,M.C.G.,Melbourne,103,9,2023,0,49,Full Time,2023
2.0,2023-05-13 19:25:00,+10:00,2023-05-13 19:25:00,34337,6,Brisbane Lions,Essendon,12,2023-05-13 22:00:08,0,9,100,5,2,Round 9,15,1683969900,Gabba,Brisbane Lions,45,9,2023,0,87,Full Time,2023
18.0,2023-05-13 19:30:00,+10:00,2023-05-13 19:30:00,34338,11,Carlton,Western Bulldogs,8,2023-05-13 22:10:39,0,13,100,18,3,Round 9,11,1683970200,Docklands,Western Bulldogs,79,9,2023,0,59,Full Time,2023
1.0,2023-05-14 12:40:00,+10:00,2023-05-14 13:10:00,34339,10,Adelaide,St Kilda,19,2023-05-14 15:51:43,0,9,100,15,1,Round 9,7,1684033800,Adelaide Oval,Adelaide,69,9,2023,0,121,Full Time,2023
4.0,2023-05-14 16:40:00,+10:00,2023-05-14 16:40:00,34340,7,Collingwood,Greater Western Sydney,18,2023-05-14 19:15:24,0,13,100,9,4,Round 9,12,1684046400,M.C.G.,Collingwood,55,9,2023,0,120,Full Time,2023
13.0,2023-05-19 19:20:00,+10:00,2023-05-19 19:50:00,34341,11,Port Adelaide,Melbourne,11,2023-05-19 22:32:13,0,10,100,11,13,Round 10,14,1684489800,Adelaide Oval,Port Adelaide,76,10,2023,0,80,Full Time,2023
16.0,2023-05-20 13:45:00,+10:00,2023-05-20 13:45:00,34342,14,North Melbourne,Sydney,14,2023-05-20 16:28:27,0,9,100,16,12,Round 10,6,1684554300,Docklands,Sydney,93,10,2023,0,90,Full Time,2023
18.0,2023-05-20 14:10:00,+10:00,2023-05-20 14:10:00,34343,5,Western Bulldogs,Adelaide,11,2023-05-20 16:49:29,0,10,100,1,18,Round 10,19,1684555800,Eureka Stadium,Western Bulldogs,40,10,2023,0,85,Full Time,2023
6.0,2023-05-20 14:35:00,+10:00,2023-05-20 16:35:00,34344,11,Fremantle,Geelong,16,2023-05-20 19:17:38,0,11,100,7,6,Round 10,10,1684564500,Perth Stadium,Fremantle,77,10,2023,0,106,Full Time,2023
2.0,2023-05-20 19:30:00,+10:00,2023-05-20 19:30:00,34345,9,Brisbane Lions,Gold Coast,16,2023-05-20 22:12:50,0,10,100,8,2,Round 10,11,1684575000,Gabba,Brisbane Lions,64,10,2023,0,107,Full Time,2023
5.0,2023-05-20 19:40:00,+10:00,2023-05-20 19:40:00,34346,10,Essendon,Richmond,10,2023-05-20 22:13:49,0,10,100,14,5,Round 10,11,1684575600,M.C.G.,Essendon,70,10,2023,0,71,Full Time,2023
10.0,2023-05-21 13:10:00,+10:00,2023-05-21 13:10:00,34347,4,Hawthorn,West Coast,22,2023-05-21 15:52:56,0,2,100,17,10,Round 10,10,1684638600,York Park,Hawthorn,26,10,2023,0,142,Full Time,2023
4.0,2023-05-21 15:20:00,+10:00,2023-05-21 15:20:00,34348,13,Carlton,Collingwood,7,2023-05-21 17:53:39,0,7,100,4,3,Round 10,15,1684646400,M.C.G.,Collingwood,85,10,2023,0,57,Full Time,2023
15.0,2023-05-21 16:40:00,+10:00,2023-05-21 16:40:00,34349,13,Greater Western Sydney,St Kilda,12,2023-05-21 19:21:53,0,14,100,15,9,Round 10,8,1684651200,Sydney Showground,St Kilda,92,10,2023,0,80,Full Time,2023
16.0,2023-05-26 19:50:00,+10:00,2023-05-26 19:50:00,34350,6,Sydney,Carlton,11,2023-05-26 22:23:38,0,15,100,3,16,Round 11,11,1685094600,S.C.G.,Sydney,51,11,2023,0,77,Full Time,2023
10.0,2023-05-27 13:45:00,+10:00,2023-05-27 13:45:00,34351,12,St Kilda,Hawthorn,12,2023-05-27 16:18:28,0,16,100,10,15,Round 11,6,1685159100,Docklands,Hawthorn,88,11,2023,0,78,Full Time,2023
6.0,2023-05-27 14:10:00,+10:00,2023-05-27 14:10:00,34352,12,Melbourne,Fremantle,10,2023-05-27 16:47:09,0,7,100,6,11,Round 11,12,1685160600,M.C.G.,Fremantle,79,11,2023,0,72,Full Time,2023
9.0,2023-05-27 16:35:00,+10:00,2023-05-27 16:35:00,34353,12,Geelong,Greater Western Sydney,10,2023-05-27 19:10:29,0,9,100,9,7,Round 11,14,1685169300,Kardinia Park,Greater Western Sydney,81,11,2023,0,74,Full Time,2023
8.0,2023-05-27 18:55:00,+10:00,2023-05-27 19:25:00,34354,11,Gold Coast,Western Bulldogs,13,2023-05-27 22:05:51,0,11,100,18,8,Round 11,6,1685179500,Marrara Oval,Gold Coast,77,11,2023,0,84,Full Time,2023
5.0,2023-05-27 17:40:00,+10:00,2023-05-27 19:40:00,34355,14,West Coast,Essendon,6,2023-05-27 22:07:16,0,12,100,5,17,Round 11,10,1685180400,Perth Stadium,Essendon,96,11,2023,0,46,Full Time,2023
13.0,2023-05-28 13:10:00,+10:00,2023-05-28 13:10:00,34356,10,Richmond,Port Adelaide,9,2023-05-28 15:47:48,0,17,100,13,14,Round 11,13,1685243400,M.C.G.,Port Adelaide,77,11,2023,0,67,Full Time,2023
4.0,2023-05-28 15:20:00,+10:00,2023-05-28 15:20:00,34357,10,Collingwood,North Melbourne,16,2023-05-28 17:54:23,0,10,100,12,4,Round 11,9,1685251200,Docklands,Collingwood,70,11,2023,0,105,Full Time,2023
1.0,2023-05-28 16:10:00,+10:00,2023-05-28 16:40:00,34358,10,Adelaide,Brisbane Lions,14,2023-05-28 19:30:18,0,18,100,2,1,Round 11,11,1685256000,Adelaide Oval,Adelaide,78,11,2023,0,95,Full Time,2023
11.0,2023-06-02 19:50:00,+10:00,2023-06-02 19:50:00,34359,6,Melbourne,Carlton,8,2023-06-02 22:19:18,0,8,100,3,11,Round 12,13,1685699400,M.C.G.,Melbourne,44,12,2023,0,61,Full Time,2023
13.0,2023-06-03 13:15:00,+10:00,2023-06-03 13:45:00,34360,14,Port Adelaide,Hawthorn,23,2023-06-03 16:31:07,0,12,100,10,13,Round 12,13,1685763900,Adelaide Oval,Port Adelaide,96,12,2023,0,151,Full Time,2023
4.0,2023-06-03 14:35:00,+10:00,2023-06-03 16:35:00,34361,18,West Coast,Collingwood,8,2023-06-03 19:15:17,0,12,100,4,17,Round 12,9,1685774100,Perth Stadium,Collingwood,120,12,2023,0,57,Full Time,2023
7.0,2023-06-03 19:25:00,+10:00,2023-06-03 19:25:00,34362,15,Western Bulldogs,Geelong,10,2023-06-03 22:01:23,0,7,100,7,18,Round 12,15,1685784300,Docklands,Geelong,97,12,2023,0,75,Full Time,2023
8.0,2023-06-03 19:00:00,+10:00,2023-06-03 19:30:00,34363,13,Gold Coast,Adelaide,16,2023-06-03 22:21:38,0,9,100,1,8,Round 12,16,1685784600,Marrara Oval,Gold Coast,87,12,2023,0,112,Full Time,2023
14.0,2023-06-04 13:10:00,+10:00,2023-06-04 13:10:00,34364,16,Greater Western Sydney,Richmond,15,2023-06-04 15:54:23,0,14,100,14,9,Round 12,14,1685848200,Sydney Showground,Richmond,110,12,2023,0,104,Full Time,2023
5.0,2023-06-04 16:40:00,+10:00,2023-06-04 16:40:00,34365,15,Essendon,North Melbourne,16,2023-06-04 19:20:19,0,9,100,12,5,Round 12,9,1685860800,Docklands,Essendon,99,12,2023,0,105,Full Time,2023
15.0,2023-06-08 19:10:00,+10:00,2023-06-08 19:10:00,34366,12,Sydney,St Kilda,9,2023-06-08 21:47:54,0,8,100,15,16,Round 13,12,1686215400,S.C.G.,St Kilda,80,13,2023,0,66,Full Time,2023
13.0,2023-06-09 19:50:00,+10:00,2023-06-09 19:50:00,34367,16,Western Bulldogs,Port Adelaide,13,2023-06-09 22:26:58,0,11,100,13,18,Round 13,7,1686304200,Docklands,Port Adelaide,107,13,2023,0,85,Full Time,2023
10.0,2023-06-10 13:45:00,+10:00,2023-06-10 13:45:00,34368,11,Hawthorn,Brisbane Lions,15,2023-06-10 16:22:13,0,7,100,2,10,Round 13,8,1686368700,M.C.G.,Hawthorn,73,13,2023,0,98,Full Time,2023
1.0,2023-06-10 16:05:00,+10:00,2023-06-10 16:35:00,34369,8,Adelaide,West Coast,27,2023-06-10 19:21:17,0,4,100,17,1,Round 13,12,1686378900,Adelaide Oval,Adelaide,52,13,2023,0,174,Full Time,2023
14.0,2023-06-10 17:25:00,+10:00,2023-06-10 19:25:00,34370,12,Fremantle,Richmond,10,2023-06-10 22:08:49,0,13,100,14,6,Round 13,10,1686389100,Perth Stadium,Richmond,85,13,2023,0,70,Full Time,2023
9.0,2023-06-11 15:20:00,+10:00,2023-06-11 15:20:00,34371,15,North Melbourne,Greater Western Sydney,11,2023-06-11 17:54:00,0,13,100,9,12,Round 13,9,1686460800,Bellerive Oval,Greater Western Sydney,103,13,2023,0,75,Full Time,2023
5.0,2023-06-11 19:15:00,+10:00,2023-06-11 19:15:00,34372,13,Carlton,Essendon,6,2023-06-11 21:45:15,0,8,100,5,3,Round 13,16,1686474900,M.C.G.,Essendon,86,13,2023,0,52,Full Time,2023
11.0,2023-06-12 15:20:00,+10:00,2023-06-12 15:20:00,34373,9,Melbourne,Collingwood,8,2023-06-12 17:53:36,0,8,100,4,11,Round 13,18,1686547200,M.C.G.,Melbourne,62,13,2023,0,66,Full Time,2023
13.0,2023-06-15 19:10:00,+10:00,2023-06-15 19:40:00,34374,11,Port Adelaide,Geelong,16,2023-06-15 22:47:04,0,6,100,7,13,Round 14,14,1686822000,Adelaide Oval,Port Adelaide,72,14,2023,0,110,Full Time,2023
2.0,2023-06-16 19:50:00,+10:00,2023-06-16 19:50:00,34375,12,Brisbane Lions,Sydney,13,2023-06-16 22:34:36,0,9,100,16,2,Round 14,19,1686909000,Gabba,Brisbane Lions,81,14,2023,0,97,Full Time,2023
9.0,2023-06-17 16:35:00,+10:00,2023-06-17 16:35:00,34376,5,Greater Western Sydney,Fremantle,16,2023-06-17 19:04:56,0,6,100,6,9,Round 14,10,1686983700,Sydney Showground,Greater Western Sydney,36,14,2023,0,106,Full Time,2023
14.0,2023-06-17 19:25:00,+10:00,2023-06-17 19:25:00,34377,11,Richmond,St Kilda,13,2023-06-17 22:04:52,0,4,100,15,14,Round 14,12,1686993900,M.C.G.,Richmond,70,14,2023,0,90,Full Time,2023
3.0,2023-06-18 13:10:00,+10:00,2023-06-18 13:10:00,34378,8,Carlton,Gold Coast,18,2023-06-18 15:48:21,0,13,100,8,3,Round 14,12,1687057800,M.C.G.,Carlton,61,14,2023,0,120,Full Time,2023
18.0,2023-06-18 16:40:00,+10:00,2023-06-18 16:40:00,34379,15,North Melbourne,Western Bulldogs,13,2023-06-18 19:18:38,0,15,100,18,12,Round 14,6,1687070400,Docklands,Western Bulldogs,105,14,2023,0,84,Full Time,2023
7.0,2023-06-22 19:20:00,+10:00,2023-06-22 19:20:00,34380,8,Geelong,Melbourne,11,2023-06-22 22:04:01,0,15,100,11,7,Round 15,12,1687425600,Kardinia Park,Geelong,63,15,2023,0,78,Full Time,2023
2.0,2023-06-23 19:50:00,+10:00,2023-06-23 19:50:00,34381,12,St Kilda,Brisbane Lions,8,2023-06-23 22:23:19,0,12,100,2,15,Round 15,8,1687513800,Docklands,Brisbane Lions,84,15,2023,0,56,Full Time,2023
16.0,2023-06-24 16:35:00,+10:00,2023-06-24 16:35:00,34382,5,Sydney,West Coast,31,2023-06-24 19:22:18,0,4,100,17,16,Round 15,19,1687588500,S.C.G.,Sydney,34,15,2023,0,205,Full Time,2023
6.0,2023-06-24 17:25:00,+10:00,2023-06-24 19:25:00,34383,9,Fremantle,Essendon,14,2023-06-24 22:03:41,0,7,100,5,6,Round 15,9,1687598700,Perth Stadium,Fremantle,61,15,2023,0,93,Full Time,2023
4.0,2023-06-25 13:10:00,+10:00,2023-06-25 13:10:00,34384,11,Collingwood,Adelaide,12,2023-06-25 15:47:41,0,14,100,1,4,Round 15,10,1687662600,M.C.G.,Collingwood,80,15,2023,0,82,Full Time,2023
8.0,2023-06-25 16:40:00,+10:00,2023-06-25 16:40:00,34385,5,Gold Coast,Hawthorn,14,2023-06-25 19:09:44,0,4,100,10,8,Round 15,17,1687675200,Carrara,Gold Coast,34,15,2023,0,101,Full Time,2023
2.0,2023-06-29 19:20:00,+10:00,2023-06-29 19:20:00,34386,7,Brisbane Lions,Richmond,20,2023-06-29 22:00:01,0,11,100,14,2,Round 16,14,1688030400,Gabba,Brisbane Lions,53,16,2023,0,134,Full Time,2023
,2023-06-30 19:50:00,+10:00,2023-06-30 19:50:00,34390,7,Sydney,Geelong,6,2023-06-30 22:16:12,0,12,100,7,16,Round 16,18,1688118600,S.C.G.,,54,16,2023,0,54,Full Time,2023
1.0,2023-07-01 13:15:00,+10:00,2023-07-01 13:45:00,34392,11,Adelaide,North Melbourne,21,2023-07-01 16:33:24,0,6,100,12,1,Round 16,12,1688183100,Adelaide Oval,Adelaide,72,16,2023,0,138,Full Time,2023
18.0,2023-07-01 13:45:00,+10:00,2023-07-01 13:45:00,34391,11,Western Bulldogs,Fremantle,16,2023-07-01 16:24:35,0,7,100,6,18,Round 16,6,1688183100,Docklands,Western Bulldogs,73,16,2023,0,102,Full Time,2023
4.0,2023-07-01 16:35:00,+10:00,2023-07-01 16:35:00,34388,18,Gold Coast,Collingwood,5,2023-07-01 19:08:57,0,12,100,4,8,Round 16,12,1688193300,Carrara,Collingwood,120,16,2023,0,42,Full Time,2023
13.0,2023-07-01 19:25:00,+10:00,2023-07-01 19:25:00,34387,11,Essendon,Port Adelaide,10,2023-07-01 21:58:59,0,12,100,13,5,Round 16,14,1688203500,M.C.G.,Port Adelaide,78,16,2023,0,74,Full Time,2023
3.0,2023-07-02 13:10:00,+10:00,2023-07-02 13:10:00,34389,17,Hawthorn,Carlton,7,2023-07-02 15:47:07,0,10,100,3,10,Round 16,10,1688267400,M.C.G.,Carlton,112,16,2023,0,52,Full Time,2023
9.0,2023-07-02 14:50:00,+10:00,2023-07-02 15:20:00,34393,7,Melbourne,Greater Western Sydney,5,2023-07-02 17:47:03,0,5,100,9,11,Round 16,15,1688275200,Traeger Park,Greater Western Sydney,47,16,2023,0,45,Full Time,2023
15.0,2023-07-02 14:40:00,+10:00,2023-07-02 16:40:00,34394,12,West Coast,St Kilda,12,2023-07-02 19:17:35,0,13,100,15,17,Round 16,5,1688280000,Perth Stadium,St Kilda,85,16,2023,0,77,Full Time,2023
14.0,2023-07-06 19:20:00,+10:00,2023-07-06 19:20:00,34399,11,Richmond,Sydney,12,2023-07-06 21:58:22,0,9,100,16,14,Round 17,16,1688635200,M.C.G.,Richmond,75,17,2023,0,88,Full Time,2023
4.0,2023-07-07 19:50:00,+10:00,2023-07-07 19:50:00,34401,13,Western Bulldogs,Collingwood,11,2023-07-07 22:23:23,0,11,100,4,18,Round 17,11,1688723400,Docklands,Collingwood,89,17,2023,0,77,Full Time,2023
2.0,2023-07-08 13:45:00,+10:00,2023-07-08 13:45:00,34395,5,Brisbane Lions,West Coast,16,2023-07-08 16:18:55,0,5,100,17,2,Round 17,20,1688787900,Gabba,Brisbane Lions,35,17,2023,0,116,Full Time,2023
9.0,2023-07-08 16:35:00,+10:00,2023-07-08 16:35:00,34398,10,Greater Western Sydney,Hawthorn,12,2023-07-08 19:06:27,0,12,100,10,9,Round 17,13,1688798100,Sydney Showground,Greater Western Sydney,72,17,2023,0,85,Full Time,2023
11.0,2023-07-08 19:25:00,+10:00,2023-07-08 19:25:00,34400,12,St Kilda,Melbourne,8,2023-07-08 21:55:23,0,7,100,11,15,Round 17,10,1688808300,Docklands,Melbourne,79,17,2023,0,58,Full Time,2023
13.0,2023-07-08 19:10:00,+10:00,2023-07-08 19:40:00,34402,11,Port Adelaide,Gold Coast,16,2023-07-08 22:20:43,0,7,100,8,13,Round 17,10,1688809200,Adelaide Oval,Port Adelaide,73,17,2023,0,106,Full Time,2023
7.0,2023-07-09 13:10:00,+10:00,2023-07-09 13:10:00,34397,9,Geelong,North Melbourne,19,2023-07-09 15:52:24,0,9,100,12,7,Round 17,11,1688872200,Kardinia Park,Geelong,63,17,2023,0,125,Full Time,2023
5.0,2023-07-09 15:20:00,+10:00,2023-07-09 15:20:00,34396,15,Essendon,Adelaide,17,2023-07-09 18:01:36,0,7,100,1,5,Round 17,13,1688880000,Docklands,Essendon,97,17,2023,0,115,Full Time,2023
3.0,2023-07-09 14:40:00,+10:00,2023-07-09 16:40:00,34403,14,Fremantle,Carlton,6,2023-07-09 19:17:53,0,14,100,3,6,Round 17,9,1688884800,Perth Stadium,Carlton,98,17,2023,0,45,Full Time,2023
16.0,2023-07-13 19:20:00,+10:00,2023-07-13 19:20:00,34410,11,Sydney,Western Bulldogs,11,2023-07-13 21:59:23,0,10,100,18,16,Round 18,12,1689240000,S.C.G.,Sydney,76,18,2023,0,78,Full Time,2023
11.0,2023-07-14 19:50:00,+10:00,2023-07-14 19:50:00,34408,16,Melbourne,Brisbane Lions,16,2023-07-14 22:31:34,0,8,100,2,11,Round 18,9,1689328200,M.C.G.,Melbourne,104,18,2023,0,105,Full Time,2023
4.0,2023-07-15 13:45:00,+10:00,2023-07-15 13:45:00,34405,10,Collingwood,Fremantle,18,2023-07-15 16:29:26,0,7,100,6,4,Round 18,5,1689392700,M.C.G.,Collingwood,67,18,2023,0,113,Full Time,2023
8.0,2023-07-15 14:10:00,+10:00,2023-07-15 14:10:00,34407,8,Gold Coast,St Kilda,11,2023-07-15 16:39:33,0,3,100,15,8,Round 18,11,1689394200,Carrara,Gold Coast,51,18,2023,0,77,Full Time,2023
3.0,2023-07-15 16:35:00,+10:00,2023-07-15 16:35:00,34404,10,Carlton,Port Adelaide,18,2023-07-15 19:17:30,0,12,100,13,3,Round 18,14,1689402900,Docklands,Carlton,72,18,2023,0,122,Full Time,2023
7.0,2023-07-15 19:25:00,+10:00,2023-07-15 19:25:00,34406,7,Geelong,Essendon,18,2023-07-15 22:01:08,0,3,100,5,7,Round 18,14,1689413100,Kardinia Park,Geelong,45,18,2023,0,122,Full Time,2023
9.0,2023-07-15 19:10:00,+10:00,2023-07-15 19:40:00,34411,10,Adelaide,Greater Western Sydney,8,2023-07-15 22:16:39,0,11,100,9,1,Round 18,9,1689414000,Adelaide Oval,Greater Western Sydney,71,18,2023,0,57,Full Time,2023
10.0,2023-07-16 13:10:00,+10:00,2023-07-16 13:10:00,34409,12,North Melbourne,Hawthorn,6,2023-07-16 15:42:05,0,16,100,10,12,Round 18,4,1689477000,Docklands,Hawthorn,88,18,2023,0,40,Full Time,2023
